,,NCBI Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,NCBI Species,GTDB Domain,GTDB Phylum,GTDB Class,GTDB Order,GTDB Family,GTDB Genus,GTDB Species,Sequencing Depth,Sequencing Method,Sequencing Quality,Sequencing Status,Sequencing Strategy,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Nitrate Concentration,Oxygen Concentration,pH,Salinity,Genome Size  * assembled,Gene Count  * assembled
2429,,*Microbiome,Permanent Draft,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany","Mesophilic digester sludge microbial communities from biogas plant in Weichs, Bavaria, Germany - PB8_MG_220218",DOE Joint Genome Institute  (JGI),3300049647,Engineered,Bioreactor,Anaerobic,Sludge,Unclassified,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Mesophilic digester sludge,,,,,791874460,1252999
2430,,*Microbiome,Permanent Draft,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany","Mesophilic digester sludge microbial communities from biogas plant in Weichs, Bavaria, Germany - PB8_MG_220518",DOE Joint Genome Institute  (JGI),3300049702,Engineered,Bioreactor,Anaerobic,Sludge,Unclassified,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Mesophilic digester sludge,,,,,482229717,856938
2431,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 719 E1 10-14",DOE Joint Genome Institute  (JGI),3300049717,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,506084396,782007
2432,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 719 E1 20-24",DOE Joint Genome Institute  (JGI),3300049718,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,628821169,917135
2433,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 719 E1 30-34",DOE Joint Genome Institute  (JGI),3300049719,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,587366099,856454
2434,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 719 E2 1-5",DOE Joint Genome Institute  (JGI),3300049720,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,261640038,444439
2435,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 719 E2 10-14",DOE Joint Genome Institute  (JGI),3300049721,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,446876386,723563
2436,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 719 E2 20-24",DOE Joint Genome Institute  (JGI),3300049722,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,431711581,699717
2437,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 719 E3 20-24",DOE Joint Genome Institute  (JGI),3300049724,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,516271087,798919
2438,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 719 E3 30-34",DOE Joint Genome Institute  (JGI),3300049725,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,518930320,796103
2439,,*Microbiome,Permanent Draft,"Woodchip biofilm microbial communities from lab scale and field WBRs in New York, USA","Woodchip biofilm microbial communities from lab scale WBR in Cornell University, Ithaca, NY, USA - rep3_drw_p2_w6",DOE Joint Genome Institute  (JGI),3300049784,Engineered,Bioreactor,Denitrification,Woodchip Bioreactor (WBR),Woodchip biofilm,"Woodchip biofilm microbial communities from lab scale and field WBRs in New York, USA",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Woodchip Bioreactor (WBR),Denitrification,Woodchip biofilm,Woodchip biofilm,,,,,610047921,1255242
2440,,*Microbiome,Permanent Draft,Freshwater microbial communities from rivers from various locations all over the world,"River sediment microbial communities from Middleton, Wisconsin, USA - dorncreek_2019_sed_WHONDRS-S19S_0043",DOE Joint Genome Institute  (JGI),3300049854,Environmental,Aquatic,Freshwater,River,Sediment,Freshwater microbial communities from rivers from various locations all over the world,,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,River,Freshwater,Sediment,River sediment,,,,,148658830,335249
2441,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Lake sediment microbial communities from Stordalen Mire, Sweden - 2019 IH01_27cm",DOE Joint Genome Institute  (JGI),3300049911,Environmental,Aquatic,Freshwater,Lake,Sediment,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Lake sediment,,,,,634166188,965892
2442,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Lake sediment microbial communities from Stordalen Mire, Sweden - 2019 IH02_5cm",DOE Joint Genome Institute  (JGI),3300049912,Environmental,Aquatic,Freshwater,Lake,Sediment,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Lake sediment,,,,,481832376,818403
2443,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Lake sediment microbial communities from Stordalen Mire, Sweden - 2013 MD1-MC_10cm",DOE Joint Genome Institute  (JGI),3300049913,Environmental,Aquatic,Freshwater,Lake,Sediment,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Lake sediment,,,,,368036431,608417
2444,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Lake sediment microbial communities from Stordalen Mire, Sweden - 2013 MS1-MC_25cm",DOE Joint Genome Institute  (JGI),3300049914,Environmental,Aquatic,Freshwater,Lake,Sediment,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Lake sediment,,,,,1441579238,2112563
2445,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - G.F.S.T100 (v3) (version 3)",DOE Joint Genome Institute  (JGI),3300049921,Environmental,Terrestrial,Soil,Wetlands,Peat,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,"Illumina HiSeq 2500-1TB, Illumina NovaSeq S4",Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Peat,soil,,,,,21163396,35593
2446,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - G.F.S.T25 (v3) (version 3)",DOE Joint Genome Institute  (JGI),3300049922,Environmental,Terrestrial,Soil,Wetlands,Peat,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,"Illumina HiSeq 2500-1TB, Illumina NovaSeq S4",Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Peat,soil,,,,,49653680,96173
2447,,*Microbiome,Permanent Draft,"Sediment microbial communities from freshwater and brackish wetlands in California and Colorado, USA","Sediment microbial communities from freshwater Prado Wetlands in Corona, California, USA - ZJ_Prado_148 re-annotation",DOE Joint Genome Institute  (JGI),3300049934,Environmental,Aquatic,Freshwater,Wetlands,Sediment,"Sediment microbial communities from freshwater and brackish wetlands in California and Colorado, USA",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Wetlands,Freshwater,Sediment,Sediment,,,,,1795502486,2843677
2448,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Lake sediment microbial communities from Stordalen Mire, Sweden - 2013 IS1-MC_30cm",DOE Joint Genome Institute  (JGI),3300049995,Environmental,Aquatic,Freshwater,Lake,Sediment,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Lake sediment,,,,,477643588,740392
2449,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Lake sediment microbial communities from Stordalen Mire, Sweden - 2014 MH-S_10cm",DOE Joint Genome Institute  (JGI),3300049996,Environmental,Aquatic,Freshwater,Lake,Sediment,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Lake sediment,,,,,239583186,414779
2450,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Lake sediment microbial communities from Stordalen Mire, Sweden - 2015 IH-HC-9_11cm",DOE Joint Genome Institute  (JGI),3300049997,Environmental,Aquatic,Freshwater,Lake,Sediment,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Lake sediment,,,,,360434841,608336
2451,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peatland microbial communities from Stordalen Mire, Sweden - 716 E3 20-24",DOE Joint Genome Institute  (JGI),3300050009,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,soil,,,,,601852835,938486
2452,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 715 E1 10-14",DOE Joint Genome Institute  (JGI),3300050010,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,soil,,,,,580021342,806864
2453,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 P1 60-64",DOE Joint Genome Institute  (JGI),3300050014,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,595333403,862707
2454,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 P1 70-74",DOE Joint Genome Institute  (JGI),3300050015,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,659328059,996140
2455,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 P2 50-54",DOE Joint Genome Institute  (JGI),3300050020,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,722456477,1044844
2456,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 P3 40-44",DOE Joint Genome Institute  (JGI),3300050021,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,608864302,802007
2457,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 E1 10-14",DOE Joint Genome Institute  (JGI),3300050022,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,539451840,862653
2458,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 E2 20-24",DOE Joint Genome Institute  (JGI),3300050023,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,590733981,885989
2459,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 E3 10-14",DOE Joint Genome Institute  (JGI),3300050024,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,804237318,1180642
2460,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 E3 30-34",DOE Joint Genome Institute  (JGI),3300050025,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,732192550,1055631
2461,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 S1 50-54",DOE Joint Genome Institute  (JGI),3300050026,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,514146049,692436
2462,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 S3 10-14",DOE Joint Genome Institute  (JGI),3300050027,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,575180801,771969
2463,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 S3 20-24",DOE Joint Genome Institute  (JGI),3300050028,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,688842870,923366
2464,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 AvC-F1(2) 20-24",DOE Joint Genome Institute  (JGI),3300050030,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,637292775,1015347
